chr	start	end	JLDS017
chr1	209790000	209800000	0.806
chr1	209800000	209810000	0.788
chr1	209810000	209820000	0.889
chr1	209820000	209830000	0.871
chr1	209830000	209840000	0.888
chr1	209840000	209850000	0.314
chr1	209860000	209870000	0.852
chr1	209870000	209880000	0.873
chr1	209880000	209890000	0.916
chr1	209890000	209900000	0.980
chr1	209900000	209910000	0.913
chr1	209910000	209920000	0.828
chr1	209920000	209930000	0.623
chr1	209930000	209940000	0.929
chr1	209940000	209950000	0.866
chr1	209950000	209960000	0.350
chr1	209960000	209970000	0.820
chr1	209970000	209980000	0.503
chr1	209980000	209990000	0.901
chr1	209990000	210000000	0.779
chr1	210000000	210010000	0.308
chr1	210010000	210020000	0.867
chr1	210020000	210030000	0.882
chr1	210030000	210040000	0.888
chr1	210040000	210050000	0.774
chr1	210050000	210060000	0.824
chr1	210060000	210070000	0.921
chr1	210070000	210080000	0.930
chr1	210100000	210110000	0.902
chr1	210110000	210120000	0.112
chr1	210150000	210160000	0.852
chr1	210160000	210170000	0.852
chr1	210190000	210200000	0.932
chr1	210220000	210230000	0.900
chr1	210240000	210250000	0.883
chr1	210250000	210260000	0.900
chr1	210280000	210290000	0.911
chr1	210300000	210310000	0.878
chr1	210320000	210330000	0.917
chr1	210330000	210340000	0.929
chr1	210340000	210350000	0.886
chr1	210350000	210360000	0.919
chr1	210360000	210370000	0.904
chr1	210370000	210380000	0.946
chr1	210380000	210390000	0.887
chr1	210390000	210400000	0.881
chr1	210400000	210410000	0.132
chr1	210410000	210420000	0.730
chr1	210420000	210430000	0.363
chr1	210430000	210440000	0.860
chr1	210440000	210450000	0.927
chr1	210450000	210460000	0.954
chr1	210460000	210470000	0.466
chr1	210470000	210480000	0.887
chr1	210480000	210490000	0.754
chr1	210490000	210500000	0.920
chr1	210500000	210510000	0.325
chr1	210510000	210520000	0.833
chr1	210520000	210530000	0.884
chr1	210530000	210540000	0.852
chr1	210540000	210550000	0.855
chr1	210550000	210560000	0.958
chr1	210560000	210570000	0.839
chr1	210570000	210580000	0.856
chr1	210580000	210590000	0.748
chr1	210590000	210600000	0.936
chr1	210600000	210610000	0.920
chr1	210610000	210620000	0.887
chr1	210620000	210630000	0.901
chr1	210630000	210640000	0.948
chr1	210640000	210650000	0.946
chr1	210650000	210660000	0.883
chr1	210660000	210670000	0.913
chr1	210670000	210680000	0.836
chr1	210680000	210690000	0.950
chr1	210690000	210700000	0.898
chr1	210700000	210710000	0.897
chr1	210710000	210720000	0.883
chr1	210720000	210730000	0.891
chr1	210730000	210740000	0.906
chr1	210740000	210750000	0.930
chr1	210750000	210760000	0.834
chr1	210770000	210780000	0.865
chr1	210790000	210800000	0.791
chr1	210800000	210810000	0.879
chr1	210810000	210820000	0.916
chr1	210820000	210830000	0.906
chr1	210830000	210840000	0.912
chr1	210840000	210850000	0.903
chr1	210850000	210860000	0.946
chr1	210860000	210870000	0.747
chr1	210870000	210880000	0.884
chr1	210880000	210890000	0.838
chr1	210890000	210900000	0.859
chr1	210900000	210910000	0.776
chr1	210910000	210920000	0.817
chr1	210920000	210930000	0.729
chr1	210930000	210940000	0.890
chr1	210940000	210950000	0.882
chr1	210950000	210960000	0.858
chr1	210960000	210970000	0.820
chr1	210970000	210980000	0.807
chr1	211020000	211030000	0.787
chr1	211030000	211040000	0.890
chr1	211050000	211060000	0.863
chr1	211070000	211080000	0.706
chr1	211080000	211090000	0.700
chr1	211090000	211100000	0.853
chr1	211110000	211120000	0.844
chr1	211120000	211130000	0.755
chr1	211160000	211170000	0.806
chr1	211170000	211180000	0.904
chr1	211180000	211190000	0.733
chr1	211190000	211200000	0.851
chr1	211220000	211230000	0.895
chr1	211230000	211240000	0.954
chr1	211240000	211250000	0.907
chr1	211250000	211260000	0.856
chr1	211260000	211270000	0.832
chr1	211270000	211280000	0.853
chr1	211280000	211290000	0.851
chr1	211290000	211300000	0.939
chr1	211300000	211310000	0.140
chr1	211310000	211320000	0.878
chr1	211320000	211330000	0.863
chr1	211330000	211340000	0.933
chr1	211340000	211350000	0.858
chr1	211350000	211360000	0.934
chr1	211360000	211370000	0.964
chr1	211370000	211380000	0.933
chr1	211380000	211390000	0.941
chr1	211390000	211400000	0.925
chr1	211400000	211410000	0.928
chr1	211410000	211420000	0.943
chr1	211420000	211430000	0.951
chr1	211430000	211440000	0.152
chr1	211440000	211450000	0.975
chr1	211450000	211460000	0.927
chr1	211460000	211470000	0.883
chr1	211490000	211500000	0.759
chr1	211500000	211510000	0.382
chr1	211510000	211520000	0.945
chr1	211520000	211530000	0.940
chr1	211530000	211540000	0.927
chr1	211540000	211550000	0.924
chr1	211550000	211560000	0.386
chr1	211560000	211570000	0.940
chr1	211570000	211580000	0.831
chr1	211580000	211590000	0.571
chr1	211590000	211600000	0.510
chr1	211600000	211610000	0.970
chr1	211610000	211620000	0.960
chr1	211620000	211630000	0.938
chr1	211630000	211640000	0.906
chr1	211640000	211650000	0.699
chr1	211650000	211660000	0.821
chr1	211660000	211670000	0.844
chr1	211670000	211680000	0.964
chr1	211680000	211690000	0.563
chr1	211690000	211700000	0.950
chr1	211700000	211710000	0.790
chr1	211710000	211720000	0.902
chr1	211720000	211730000	0.913
chr1	211730000	211740000	0.960
chr1	211740000	211750000	0.897
chr1	211750000	211760000	0.143
chr1	211760000	211770000	0.881
chr1	211770000	211780000	0.905
chr1	211780000	211790000	0.837
chr1	211790000	211800000	0.928
chr1	211800000	211810000	0.841
chr1	211810000	211820000	0.844
chr1	211820000	211830000	0.792
chr1	211830000	211840000	0.897
chr1	211840000	211850000	0.319
chr1	211850000	211860000	0.909
chr1	211860000	211870000	0.930
chr1	211870000	211880000	0.688
chr1	211880000	211890000	0.927
chr1	211890000	211900000	0.882
chr1	211900000	211910000	0.807
chr1	211910000	211920000	0.819
chr1	211920000	211930000	0.884
chr1	211930000	211940000	0.931
chr1	211940000	211950000	0.939
chr1	211950000	211960000	0.945
chr1	211960000	211970000	0.944
chr1	211980000	211990000	0.921
chr1	211990000	212000000	0.948
chr1	212000000	212010000	0.097
chr1	212010000	212020000	0.939
chr1	212020000	212030000	0.969
chr1	212030000	212040000	0.945
chr1	212040000	212050000	0.952
chr1	212050000	212060000	0.913
chr1	212060000	212070000	0.879
chr1	212070000	212080000	0.915
chr1	212080000	212090000	0.863
chr1	212090000	212100000	0.905
chr1	212100000	212110000	0.892
chr1	212110000	212120000	0.933
chr1	212120000	212130000	0.869
chr1	212130000	212140000	0.938
chr1	212140000	212150000	0.963
chr1	212160000	212170000	0.938
chr1	212170000	212180000	0.958
chr1	212180000	212190000	0.923
chr1	212200000	212210000	0.284
chr1	212210000	212220000	0.909
chr1	212220000	212230000	0.962
chr1	212230000	212240000	0.946
chr1	212260000	212270000	0.873
chr1	212270000	212280000	0.865
chr1	212280000	212290000	0.923
chr1	212290000	212300000	0.936
chr1	212300000	212310000	0.944
chr1	212310000	212320000	0.980
chr1	212320000	212330000	0.899
chr1	212330000	212340000	0.945
chr1	212340000	212350000	0.907
chr1	212350000	212360000	0.937
chr1	212360000	212370000	0.938
chr1	212370000	212380000	0.919
chr1	212380000	212390000	0.898
chr1	212390000	212400000	0.887
chr1	212400000	212410000	0.934
chr1	212410000	212420000	0.830
chr1	212420000	212430000	0.913
chr1	212430000	212440000	0.961
chr1	212440000	212450000	0.920
chr1	212450000	212460000	0.182
chr1	212460000	212470000	0.555
chr1	212470000	212480000	0.963
chr1	212480000	212490000	0.863
chr1	212490000	212500000	0.880
chr1	212500000	212510000	0.946
chr1	212510000	212520000	0.924
chr1	212520000	212530000	0.955
chr1	212530000	212540000	0.883
chr1	212540000	212550000	0.931
chr1	212550000	212560000	0.945
chr1	212560000	212570000	0.968
chr1	212570000	212580000	0.931
chr1	212580000	212590000	0.430
chr1	212590000	212600000	0.958
chr1	212600000	212610000	0.353
chr1	212610000	212620000	0.907
chr1	212620000	212630000	0.695
chr1	212630000	212640000	0.842
chr1	212640000	212650000	0.844
chr1	212650000	212660000	0.836
chr1	212660000	212670000	0.886
chr1	212670000	212680000	0.936
chr1	212680000	212690000	0.450
chr1	212690000	212700000	0.861
chr1	212700000	212710000	0.860
chr1	212710000	212720000	0.919
chr1	212720000	212730000	0.967
chr1	212730000	212740000	0.362
chr1	212740000	212750000	0.721
chr1	212750000	212760000	0.905
chr1	212760000	212770000	0.740
chr1	212770000	212780000	0.822
chr1	212780000	212790000	0.168
chr1	212790000	212800000	0.932
chr1	212800000	212810000	0.834
chr1	212810000	212820000	0.793
chr1	212820000	212830000	0.902
chr1	212830000	212840000	0.585
chr1	212840000	212850000	0.809
chr1	212850000	212860000	0.905
chr1	212860000	212870000	0.946
chr1	212870000	212880000	0.183
chr1	212880000	212890000	0.926
chr1	212890000	212900000	0.865
chr1	212900000	212910000	0.955
chr1	212910000	212920000	0.956
chr1	212920000	212930000	0.898
chr1	212930000	212940000	0.952
chr1	212940000	212950000	0.945
chr1	212960000	212970000	0.301
chr1	212970000	212980000	0.979
chr1	212980000	212990000	0.923
chr1	212990000	213000000	0.949
chr1	213000000	213010000	0.917
chr1	213010000	213020000	0.956
chr1	213020000	213030000	0.955
chr1	213030000	213040000	0.220
chr1	213040000	213050000	0.956
chr1	213050000	213060000	0.895
chr1	213060000	213070000	0.953
chr1	213070000	213080000	0.876
chr1	213080000	213090000	0.871
chr1	213090000	213100000	0.769
chr1	213100000	213110000	0.879
chr1	213110000	213120000	0.914
chr1	213120000	213130000	0.254
chr1	213130000	213140000	0.912
chr1	213140000	213150000	0.941
chr1	213150000	213160000	0.838
chr1	213160000	213170000	0.938
chr1	213170000	213180000	0.942
chr1	213180000	213190000	0.347
chr1	213190000	213200000	0.877
chr1	213200000	213210000	0.851
chr1	213210000	213220000	0.953
chr1	213220000	213230000	0.339
chr1	213230000	213240000	0.930
chr1	213240000	213250000	0.928
chr1	213250000	213260000	0.886
chr1	213260000	213270000	0.943
chr1	213280000	213290000	0.889
chr1	213320000	213330000	0.911
chr1	213330000	213340000	0.894
chr1	213340000	213350000	0.867
chr1	213350000	213360000	0.980
chr1	213360000	213370000	0.974
chr1	213380000	213390000	0.948
chr1	213400000	213410000	0.929
chr1	213420000	213430000	0.952
chr1	213430000	213440000	0.939
chr1	213440000	213450000	0.918
chr1	213450000	213460000	0.825
chr1	213460000	213470000	0.894
chr1	213470000	213480000	0.941
chr1	213480000	213490000	0.953
chr1	213490000	213500000	0.943
chr1	213500000	213510000	0.875
chr1	213510000	213520000	0.933
chr1	213520000	213530000	0.921
chr1	213530000	213540000	0.925
chr1	213540000	213550000	0.889
chr1	213550000	213560000	0.782
chr1	213560000	213570000	0.789
chr1	213570000	213580000	0.902
chr1	213580000	213590000	0.880
chr1	213590000	213600000	0.790
chr1	213600000	213610000	0.871
chr1	213610000	213620000	0.870
chr1	213620000	213630000	0.920
chr1	213640000	213650000	0.897
chr1	213660000	213670000	0.893
chr1	213670000	213680000	0.972
chr1	213680000	213690000	0.912
chr1	213700000	213710000	0.869
chr1	213710000	213720000	0.874
chr1	213720000	213730000	0.828
chr1	213730000	213740000	0.920
chr1	213740000	213750000	0.919
chr1	213750000	213760000	0.927
chr1	213760000	213770000	0.932
chr1	213770000	213780000	0.911
chr1	213780000	213790000	0.917
chr1	213790000	213800000	0.879
chr1	213820000	213830000	0.853
chr1	213830000	213840000	0.895
chr1	213840000	213850000	0.962
chr1	213850000	213860000	0.848
chr1	213860000	213870000	0.904
chr1	213880000	213890000	0.847
chr1	213890000	213900000	0.777
chr1	213900000	213910000	0.927
chr1	213910000	213920000	0.915
chr1	213920000	213930000	0.924
chr1	213930000	213940000	0.866
chr1	213940000	213950000	0.871
chr1	213950000	213960000	0.853
chr1	213960000	213970000	0.884
chr1	213970000	213980000	0.968
chr1	213980000	213990000	0.919
chr1	213990000	214000000	0.879
chr1	214000000	214010000	0.887
chr1	214010000	214020000	0.914
chr1	214020000	214030000	0.897
chr1	214030000	214040000	0.920
chr1	214040000	214050000	0.963
chr1	214050000	214060000	0.787
chr1	214060000	214070000	0.922
chr1	214070000	214080000	0.782
chr1	214080000	214090000	0.888
chr1	214090000	214100000	0.852
chr1	214100000	214110000	0.835
chr1	214110000	214120000	0.920
chr1	214120000	214130000	0.873
chr1	214140000	214150000	0.860
chr1	214150000	214160000	0.273
chr1	214160000	214170000	0.113
chr1	214170000	214180000	0.839
chr1	214180000	214190000	0.853
chr1	214190000	214200000	0.797
chr1	214200000	214210000	0.812
chr1	214220000	214230000	0.944
chr1	214230000	214240000	0.893
chr1	214240000	214250000	0.775
chr1	214250000	214260000	0.857
chr1	214270000	214280000	0.889
chr1	214280000	214290000	0.935
chr1	214290000	214300000	0.870
chr1	214300000	214310000	0.929
chr1	214310000	214320000	0.874
chr1	214320000	214330000	0.912
chr1	214330000	214340000	0.866
chr1	214340000	214350000	0.945
chr1	214350000	214360000	0.881
chr1	214360000	214370000	0.392
chr1	214370000	214380000	0.887
chr1	214380000	214390000	0.787
chr1	214390000	214400000	0.514
chr1	214400000	214410000	0.870
chr1	214410000	214420000	0.952
chr1	214420000	214430000	0.916
chr1	214430000	214440000	0.698
chr1	214440000	214450000	0.931
chr1	214450000	214460000	0.202
chr1	214460000	214470000	0.914
chr1	214470000	214480000	0.716
chr1	214480000	214490000	0.904
chr1	214490000	214500000	0.884
chr1	214500000	214510000	0.853
chr1	214510000	214520000	0.846
chr1	214520000	214530000	0.946
chr1	214530000	214540000	0.827
chr1	214540000	214550000	0.873
chr1	214550000	214560000	0.967
chr1	214560000	214570000	0.920
chr1	214570000	214580000	0.908
chr1	214580000	214590000	0.891
chr1	214590000	214600000	0.948
chr1	214600000	214610000	0.950
chr1	214610000	214620000	0.933
chr1	214620000	214630000	0.879
chr1	214630000	214640000	0.844
chr1	214640000	214650000	0.968
chr1	214650000	214660000	0.860
chr1	214660000	214670000	0.933
chr1	214670000	214680000	0.948
chr1	214680000	214690000	0.840
chr1	214690000	214700000	0.929
chr1	214700000	214710000	0.944
chr1	214710000	214720000	0.932
chr1	214720000	214730000	0.260
chr1	214730000	214740000	0.885
chr1	214740000	214750000	0.851
chr1	214750000	214760000	0.929
chr1	214760000	214770000	0.902
chr1	214770000	214780000	0.679
chr1	214780000	214790000	0.932
chr1	214790000	214800000	0.972
chr1	214800000	214810000	0.890
chr1	214810000	214820000	0.938
chr1	214820000	214830000	0.966
chr1	214830000	214840000	0.833
chr1	214840000	214850000	0.922
chr1	214850000	214860000	0.940
chr1	214860000	214870000	0.936
chr1	214870000	214880000	0.883
chr1	214880000	214890000	0.895
chr1	214900000	214910000	0.934
chr1	214910000	214920000	0.907
chr1	214920000	214930000	0.918
chr1	214950000	214960000	0.923
chr1	214970000	214980000	0.937
chr1	214980000	214990000	0.902
chr1	214990000	215000000	0.953
chr1	215000000	215010000	0.877
chr1	215010000	215020000	0.944
chr1	215020000	215030000	0.850
chr1	215030000	215040000	0.944
chr1	215040000	215050000	0.973
chr1	215070000	215080000	0.679
chr1	215080000	215090000	0.898
chr1	215090000	215100000	0.927
chr1	215100000	215110000	0.865
chr1	215110000	215120000	0.901
chr1	215130000	215140000	0.882
chr1	215140000	215150000	0.932
chr1	215150000	215160000	0.845
chr1	215160000	215170000	0.865
chr1	215170000	215180000	0.861
chr1	215190000	215200000	0.902
chr1	215220000	215230000	0.853
chr1	215230000	215240000	0.836
chr1	215250000	215260000	0.142
chr1	215260000	215270000	0.867
chr1	215320000	215330000	0.919
chr1	215360000	215370000	0.924
chr1	215370000	215380000	0.898
chr1	215380000	215390000	0.871
chr1	215390000	215400000	0.914
chr1	215400000	215410000	0.955
chr1	215410000	215420000	0.914
chr1	215420000	215430000	0.777
chr1	215430000	215440000	0.882
chr1	215440000	215450000	0.914
chr1	215460000	215470000	0.947
chr1	215470000	215480000	0.949
chr1	215560000	215570000	0.947
chr1	215570000	215580000	0.955
chr1	215580000	215590000	0.933
chr1	215630000	215640000	0.938
chr1	215670000	215680000	0.874
chr1	215690000	215700000	0.913
chr1	215700000	215710000	0.955
chr1	215730000	215740000	0.967
chr1	215740000	215750000	0.275
chr1	215750000	215760000	0.913
chr1	215760000	215770000	0.950
chr1	215770000	215780000	0.884
chr1	215780000	215790000	0.915
chr1	215800000	215810000	0.939
chr1	215810000	215820000	0.896
chr1	215820000	215830000	0.897
chr1	215830000	215840000	0.954
chr1	215840000	215850000	0.890
chr1	215850000	215860000	0.866
chr1	215860000	215870000	0.877
chr1	215870000	215880000	0.949
chr1	215880000	215890000	0.890
chr1	215890000	215900000	0.885
chr1	215900000	215910000	0.870
chr1	215940000	215950000	0.892
chr1	215960000	215970000	0.882
chr1	216030000	216040000	0.830
chr1	216040000	216050000	0.864
chr1	216050000	216060000	0.895
chr1	216060000	216070000	0.916
chr1	216070000	216080000	0.874
chr1	216130000	216140000	0.839
chr1	216140000	216150000	0.900
chr1	216150000	216160000	0.857
chr1	216160000	216170000	0.883
chr1	216180000	216190000	0.864
chr1	216220000	216230000	0.821
chr1	216240000	216250000	0.873
chr1	216260000	216270000	0.887
chr1	216270000	216280000	0.917
chr1	216290000	216300000	0.829
chr1	216310000	216320000	0.956
chr1	216320000	216330000	0.923
chr1	216340000	216350000	0.838
chr1	216370000	216380000	0.926
chr1	216400000	216410000	0.896
chr1	216420000	216430000	0.904
chr1	216480000	216490000	0.883
chr1	216540000	216550000	0.913
chr1	216550000	216560000	0.799
chr1	216560000	216570000	0.911
chr1	216590000	216600000	0.802
chr1	216610000	216620000	0.875
chr1	216650000	216660000	0.924
chr1	216690000	216700000	0.918
chr1	216700000	216710000	0.749
chr1	216720000	216730000	0.891
chr1	216730000	216740000	0.942
chr1	216770000	216780000	0.196
chr1	216780000	216790000	0.910
chr1	216790000	216800000	0.909
chr1	216820000	216830000	0.916
chr1	216840000	216850000	0.910
chr1	216850000	216860000	0.883
chr1	216860000	216870000	0.825
chr1	216870000	216880000	0.868
chr1	216880000	216890000	0.899
chr1	216890000	216900000	0.331
chr1	216900000	216910000	0.947
chr1	216920000	216930000	0.757
chr1	216930000	216940000	0.808
chr1	216950000	216960000	0.903
chr1	216970000	216980000	0.871
chr1	216980000	216990000	0.843
chr1	217000000	217010000	0.898
chr1	217010000	217020000	0.920
chr1	217020000	217030000	0.921
chr1	217050000	217060000	0.910
chr1	217060000	217070000	0.889
chr1	217070000	217080000	0.872
chr1	217080000	217090000	0.926
chr1	217090000	217100000	0.856
chr1	217100000	217110000	0.813
chr1	217120000	217130000	0.938
chr1	217130000	217140000	0.734
chr1	217140000	217150000	0.897
chr1	217150000	217160000	0.939
chr1	217160000	217170000	0.885
chr1	217190000	217200000	0.821
chr1	217200000	217210000	0.853
chr1	217210000	217220000	0.798
chr1	217220000	217230000	0.841
chr1	217240000	217250000	0.927
chr1	217250000	217260000	0.908
chr1	217260000	217270000	0.290
chr1	217270000	217280000	0.876
chr1	217280000	217290000	0.953
chr1	217300000	217310000	0.212
chr1	217310000	217320000	0.299
chr1	217340000	217350000	0.923
chr1	217350000	217360000	0.768
chr1	217360000	217370000	0.905
chr1	217380000	217390000	0.893
chr1	217390000	217400000	0.962
chr1	217400000	217410000	0.934
chr1	217410000	217420000	0.804
chr1	217440000	217450000	0.906
chr1	217470000	217480000	0.957
chr1	217480000	217490000	0.904
chr1	217490000	217500000	0.926
chr1	217500000	217510000	0.851
chr1	217520000	217530000	0.834
chr1	217530000	217540000	0.900
chr1	217540000	217550000	0.876
chr1	217550000	217560000	0.855
chr1	217570000	217580000	0.926
chr1	217580000	217590000	0.936
chr1	217590000	217600000	0.846
chr1	217610000	217620000	0.929
chr1	217620000	217630000	0.943
chr1	217630000	217640000	0.954
chr1	217640000	217650000	0.919
chr1	217660000	217670000	0.940
chr1	217680000	217690000	0.923
chr1	217690000	217700000	0.961
chr1	217700000	217710000	0.959
chr1	217710000	217720000	0.917
chr1	217730000	217740000	0.977
chr1	217740000	217750000	0.951
chr1	217750000	217760000	0.973
chr1	217760000	217770000	0.907
chr1	217770000	217780000	0.973
chr1	217790000	217800000	0.909
chr1	217800000	217810000	0.405
chr1	217820000	217830000	0.950
chr1	217830000	217840000	0.935
chr1	217840000	217850000	0.878
chr1	217850000	217860000	0.939
chr1	217860000	217870000	0.928
chr1	217870000	217880000	0.917
chr1	217880000	217890000	0.939
chr1	217890000	217900000	0.929
chr1	217900000	217910000	0.953
chr1	217910000	217920000	0.943
chr1	217920000	217930000	0.908
chr1	217940000	217950000	0.970
chr1	217960000	217970000	0.949
chr1	217970000	217980000	0.874
chr1	218020000	218030000	0.925
chr1	218060000	218070000	0.823
chr1	218070000	218080000	0.874
chr1	218080000	218090000	0.904
chr1	218090000	218100000	0.457
chr1	218100000	218110000	0.749
chr1	218110000	218120000	0.897
chr1	218120000	218130000	0.860
chr1	218130000	218140000	0.904
chr1	218140000	218150000	0.831
chr1	218150000	218160000	0.823
chr1	218160000	218170000	0.856
chr1	218190000	218200000	0.885
chr1	218200000	218210000	0.509
chr1	218210000	218220000	0.877
chr1	218220000	218230000	0.850
chr1	218230000	218240000	0.830
chr1	218240000	218250000	0.928
chr1	218250000	218260000	0.902
chr1	218260000	218270000	0.809
chr1	218270000	218280000	0.925
chr1	218290000	218300000	0.870
chr1	218300000	218310000	0.910
chr1	218310000	218320000	0.873
chr1	218330000	218340000	0.136
chr1	218350000	218360000	0.941
chr1	218360000	218370000	0.920
chr1	218370000	218380000	0.859
chr1	218380000	218390000	0.895
chr1	218390000	218400000	0.939
chr1	218400000	218410000	0.926
chr1	218410000	218420000	0.933
chr1	218420000	218430000	0.848
chr1	218430000	218440000	0.904
chr1	218440000	218450000	0.907
chr1	218450000	218460000	0.421
chr1	218460000	218470000	0.970
chr1	218470000	218480000	0.820
chr1	218480000	218490000	0.971
chr1	218490000	218500000	0.960
chr1	218500000	218510000	0.963
chr1	218510000	218520000	0.029
chr1	218520000	218530000	0.299
chr1	218530000	218540000	0.888
chr1	218540000	218550000	0.891
chr1	218550000	218560000	0.889
chr1	218560000	218570000	0.903
chr1	218570000	218580000	0.919
chr1	218580000	218590000	0.901
chr1	218590000	218600000	0.932
chr1	218600000	218610000	0.937
chr1	218610000	218620000	0.881
chr1	218620000	218630000	0.913
chr1	218630000	218640000	0.791
chr1	218650000	218660000	0.924
chr1	218660000	218670000	0.934
chr1	218670000	218680000	0.923
chr1	218680000	218690000	0.936
chr1	218690000	218700000	0.858
chr1	218700000	218710000	0.919
chr1	218710000	218720000	0.954
chr1	218720000	218730000	0.925
chr1	218730000	218740000	0.872
chr1	218750000	218760000	0.896
chr1	218760000	218770000	0.857
chr1	218770000	218780000	0.875
chr1	218790000	218800000	0.949
chr1	218800000	218810000	0.960
chr1	218810000	218820000	0.936
chr1	218840000	218850000	0.818
chr1	218850000	218860000	0.919
chr1	218860000	218870000	0.780
chr1	218880000	218890000	0.959
chr1	218890000	218900000	0.926
chr1	218910000	218920000	0.920
chr1	218920000	218930000	0.976
chr1	218940000	218950000	0.909
chr1	218950000	218960000	0.727
chr1	218960000	218970000	0.918
chr1	218990000	219000000	0.872
chr1	219010000	219020000	0.943
chr1	219020000	219030000	0.916
chr1	219040000	219050000	0.944
chr1	219050000	219060000	0.895
chr1	219060000	219070000	0.869
chr1	219070000	219080000	0.927
chr1	219080000	219090000	0.933
chr1	219110000	219120000	0.849
chr1	219120000	219130000	0.908
chr1	219150000	219160000	0.898
chr1	219160000	219170000	0.971
chr1	219240000	219250000	0.894
chr1	219330000	219340000	0.902
chr1	219340000	219350000	0.197
chr1	219390000	219400000	0.943
chr1	219400000	219410000	0.951
chr1	219410000	219420000	0.965
chr1	219440000	219450000	0.952
chr1	219460000	219470000	0.909
chr1	219470000	219480000	0.886
chr1	219480000	219490000	0.929
chr1	219490000	219500000	0.797
chr1	219520000	219530000	0.944
chr1	219540000	219550000	0.919
chr1	219550000	219560000	0.951
chr1	219580000	219590000	0.950
chr1	219600000	219610000	0.941
chr1	219610000	219620000	0.895
chr1	219630000	219640000	0.900
chr1	219640000	219650000	0.943
chr1	219650000	219660000	0.952
chr1	219660000	219670000	0.829
chr1	219670000	219680000	0.955
chr1	219680000	219690000	0.963
chr1	219690000	219700000	0.952
chr1	219710000	219720000	0.943
chr1	219730000	219740000	0.950
chr1	219740000	219750000	0.913
chr1	219750000	219760000	0.849
chr1	219760000	219770000	0.951
chr1	219790000	219800000	0.935
chr1	219800000	219810000	0.928
chr1	219810000	219820000	0.908
chr1	219830000	219840000	0.526
chr1	219840000	219850000	0.917
chr1	219860000	219870000	0.964
chr1	219870000	219880000	0.928
chr1	219880000	219890000	0.908
chr1	219890000	219900000	0.902
chr1	219910000	219920000	0.905
chr1	219920000	219930000	0.985
chr1	219930000	219940000	0.836
chr1	219940000	219950000	0.861
chr1	219950000	219960000	0.807
chr1	219960000	219970000	0.801
chr1	219970000	219980000	0.972
chr1	219980000	219990000	0.876
chr1	219990000	220000000	0.926
chr1	220000000	220010000	0.914
chr1	220010000	220020000	0.883
chr1	220030000	220040000	0.902
chr1	220070000	220080000	0.936
chr1	220080000	220090000	0.902
chr1	220090000	220100000	0.893
chr1	220100000	220110000	0.303
chr1	220110000	220120000	0.958
chr1	220120000	220130000	0.925
chr1	220130000	220140000	0.908
chr1	220140000	220150000	0.947
chr1	220150000	220160000	0.884
chr1	220170000	220180000	0.942
chr1	220180000	220190000	0.893
chr1	220190000	220200000	0.962
chr1	220200000	220210000	0.864
chr1	220210000	220220000	0.408
chr1	220220000	220230000	0.868
chr1	220230000	220240000	0.936
chr1	220240000	220250000	0.947
chr1	220250000	220260000	0.971
chr1	220260000	220270000	0.377
chr1	220270000	220280000	0.931
chr1	220280000	220290000	0.958
chr1	220290000	220300000	0.959
chr1	220300000	220310000	0.932
chr1	220310000	220320000	0.931
chr1	220320000	220330000	0.895
chr1	220330000	220340000	0.891
chr1	220340000	220350000	0.981
chr1	220350000	220360000	0.929
chr1	220360000	220370000	0.863
chr1	220370000	220380000	0.932
chr1	220390000	220400000	0.831
chr1	220400000	220410000	0.948
chr1	220410000	220420000	0.924
chr1	220420000	220430000	0.894
chr1	220440000	220450000	0.204
chr1	220450000	220460000	0.948
chr1	220460000	220470000	0.936
chr1	220470000	220480000	0.800
chr1	220480000	220490000	0.936
chr1	220490000	220500000	0.925
chr1	220500000	220510000	0.928
chr1	220510000	220520000	0.820
chr1	220520000	220530000	0.939
chr1	220530000	220540000	0.908
chr1	220540000	220550000	0.817
chr1	220550000	220560000	0.925
chr1	220560000	220570000	0.886
chr1	220570000	220580000	0.856
chr1	220580000	220590000	0.859
chr1	220590000	220600000	0.858
chr1	220610000	220620000	0.939
chr1	220620000	220630000	0.854
chr1	220630000	220640000	0.945
chr1	220640000	220650000	0.948
chr1	220650000	220660000	0.943
chr1	220660000	220670000	0.870
chr1	220670000	220680000	0.898
chr1	220680000	220690000	0.923
chr1	220690000	220700000	0.814
chr1	220700000	220710000	0.037
chr1	220720000	220730000	0.897
chr1	220740000	220750000	0.846
chr1	220760000	220770000	0.880
chr1	220780000	220790000	0.857
chr1	220790000	220800000	0.931
chr1	220800000	220810000	0.947
chr1	220810000	220820000	0.971
chr1	220820000	220830000	0.824
chr1	220850000	220860000	0.801
chr1	220860000	220870000	0.370
chr1	220870000	220880000	0.791
chr1	220880000	220890000	0.924
chr1	220890000	220900000	0.916
chr1	220900000	220910000	0.788
chr1	220910000	220920000	0.946
chr1	220920000	220930000	0.309
chr1	220930000	220940000	0.959
chr1	220940000	220950000	0.869
chr1	220950000	220960000	0.573
chr1	220960000	220970000	0.303
chr1	220970000	220980000	0.890
chr1	220980000	220990000	0.792
chr1	220990000	221000000	0.891
chr1	221000000	221010000	0.873
chr1	221010000	221020000	0.863
chr1	221030000	221040000	0.935
chr1	221040000	221050000	0.822
chr1	221050000	221060000	0.325
chr1	221060000	221070000	0.214
